Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
PAL_ideas;National tax modifier = 0.10 && Diplomatic relation = 1;Improve relations = 0.3;tag = The Palatinate;Imperial Vicar and Archsteward = Diplomatic Reputation = 1;Heidelberg University = Advisor cost = -0.1;Center of Reformation in Southern Germany = Rebel support efficiency = 0.20;Bibliotheca Palatina = technology cost = -0.05;Heidelberg Catechism = Missionary strength = 0.02;Hortus Palatinus = Yearly prestige decay = -0.01;Mannheim school of Orchestra = Stability cost modifier = -0.10;Palatine;The Palatinate
NOV_ideas;Mercenary maintenance = -0.15 && Diplomatic Reputation = 1;Fort Defence = 0.2;tag = Novgorod;Northern Center of Arts = Yearly prestige = 1;City of Churches = Missionary strength = 0.01;Ivan's Hundred = Republican Tradition = 0.3;Control of the Hanseatic Kontor = Merchants = 1 && Global trade power = 0.05;Grand Duke's Army = National manpower modifier = 0.20;Funding the Ushkuiniks = Navy Tradition = 1 && Privateer efficiency = 0.15;Baltic Shipyard = Light ship cost = -0.20;Novgorodian;Novgorod
ETH_ideas;Monthly autonomy change = -0.05 && Land Attrition = -0.10;Discipline = 0.05;tag = Ethiopia;Solomonid Claim = Yearly prestige = 1;Negusa Negast = Chance of new heir = 0.5 && Legitimacy = 1;Hostile Borders = Fort Defence = 0.20 && War Exhaustion = -0.03;Diplomatic Demeanor = Diplomatic Reputation = 1;The Ark of the Covenant = Missionaries = 1;Expansionist Policy = Core-Creation Cost = -0.10;Reformed Armies = Yearly Army Tradition = 0.5;Ethiopian;Ethiopia
SAV_ideas;Diplomatic relation = 1 && Improve relations = 0.25;National tax modifier = 0.10;tag = Savoy;Repel the French = Fort Defence = 0.2;The Shroud of Turin = Yearly papal influence = 1 && Yearly prestige = 0.5;Mercenary Tradition = Mercenary maintenance = -0.15;Crush the Vaudois = Missionary strength = 0.02;Savoyard Flexibility = Idea cost = -0.1;Alpine Tolls =   Provincial trade power = 0.10;Savoyard Legitimacy = Legitimacy = 1;Savoyard;Savoy
SAR_ideas;Idea cost = -0.1 && Naval force limit modifier = 0.2;National tax modifier = 0.1;tag = Sardinia;From the Judicate = Morale of armies = 0.1;Papal Restoration = Tolerance of True Faith = 1 && Yearly papal influence = 1;The Sardinian Viceroyalty = National unrest = -2;SAR and Cae impact = -0.1;Piedmontese Ambition = Core-Creation Cost = -0.1;Island of Cathedrals = Construction Cost = -0.1;The Order of Saint Maurice = Discipline = 0.05;Sardinian;Sardinia
COR_ideas;Naval force limit modifier = 0.2 && Morale of armies = 0.1;Naval leader fire = 1;tag = Corsica;The Unblinded Moor = Shock damage = 0.1;The Battle of Meloria = Morale of navies = 0.15;SAR and C;The Corsican League = Mercenary manpower = 0.25 && Land force limit modifier = 0.1;The Bank of Saint George = Yearly inflation reduction = 0.1;The Corsican Constitution = National unrest = -2;True Home of the Revolution = Institution spread = 0.05 && Maximum revolutionary zeal = 10;Corsican;Corsica
SPI_ideas;Idea cost = -0.1 && Improve relations = 0.25;National tax modifier = 0.15;tag = Sardinia-Piedmont;Diplomatic Flexibility = Diplomatic relation = 1;Defensive Prowess = Fort Defence = 0.25;The Shroud of Turin = ;Royal Sardinian Army = Discipline = 0.03 && National manpower modifier = 0.1;Centralized State = Development cost = -0.05 && Core-Creation Cost = -0.1;Piedmontese Manufacturing = Goods produced modifier = 0.1;The Risorgimento = Aggressive expansion impact = -0.1;Sardinian;Sardinia-Piedmont
SAX_ideas;   Advisor cost = -0.1 && Development cost = -0.1;Yearly prestige = 1.0;tag = Saxony;Albertine and Ernestine lines = Diplomat = 1;Meissner Porcelain = Goods produced modifier = 0.1;The Zwinger = Diplomatic Reputation = 1;Wittenberg University =  Tolerance of Heretics = 3;Corpus Evangelicorum = Diplomatic relation = 1 && Church power modifier = 0.10;The Principal Line = National tax modifier = 0.10;The Saxon Circle = Discipline = 0.05;Saxon;Saxony
LIT_ideas;Manpower recovery speed = 0.15 && Tolerance of Heretics = 3;Land leader maneuver = 1;tag = Lithuania;Warlord Dukes = Land leader shock = 1;Auksine Laisve = Stability cost modifier = -0.1;Magdeburg Laws = National tax modifier = 0.1;Magnate Estates = Production Efficiency = 0.1;Lithuanian Hussars = Cavalry combat ability = 0.2;Statutes of Lithuania = National unrest = -2;Lithuanian Renaissance = technology cost = -0.05;Lithuanian;Lithuania
MAR_ideas;Manpower recovery speed = 0.15 && National manpower modifier = 0.10;Stability cost modifier = -0.1;tag = Marathas && tag = Baroda &&TAG = Gwalior &&primary culture = Marathi &&;Tradition of Military Service = Cavalry combat ability = 0.15;Forts of Maharashtra = Fort Defence = 0.20;Peasant Soldiers = Infantry Cost = -0.2;Office of the Peshwa = Core-Creation Cost = -0.15;Strengthen ties with Brahmin Financial Families = Reform progress growth = 0.15;Reform The Bureaucracy = Goods produced modifier = 0.1;Expand Maratha Navy = Ship cost = -0.1;Maratha;Marathas
TAU_ideas;Land leader maneuver = 1 && National tax modifier = 0.1;Core-Creation Cost = -0.15;tag = Taungu && tag = Prome && ;Mandala System = National manpower modifier = 0.25;Elephant Warfare = Cavalry combat ability = 0.20;Nat Worship = Religious Unity = 0.2;Chakravartin = Yearly Army Tradition = 0.5;The Hluttaw = National unrest = -2;Organized Military Campaigns = Land Attrition = -0.10;Bayingyi = Infantry Cost = -0.2;Taunguan;Taungu
AVA_ideas;Morale of armies = 0.1 && Infantry Cost = -0.15;Cavalry combat ability = 0.15;tag = Ava;Legacy of the Pagan dynasty = Yearly prestige = 1;Rajadhiraja = Land force limit modifier = 0.2;Manu Kye Dhammathat = Stability cost modifier = -0.10;Patronize Burmese Literature = Cost of advisors with ruler's culture = -0.2;Recruit from the Hill Tribes = National manpower modifier = 0.2;Keep the Shan in Line = Diplomatic Reputation = 1;Rein in Provincial Governors = Monthly autonomy change = -0.05;Avan;Ava
GRA_ideas;National tax modifier = 0.15 && Religious Unity = 0.25;Idea cost = -0.1;tag = Granada;People of the Book = Tolerance of Heathens = 3;Recover Al Andalus = Core-Creation Cost = -0.15;Beacon of Learning = Institution spread = 0.1;Strait of Gibraltar = Domestic trade power = 0.1 && Trade Steering = 0.1;Alhambra = Construction Cost = -0.1;Moors = National manpower modifier = 0.1;Successor Caliphate of Cordoba = Yearly prestige = 1;Granadan;Granada
PAP_ideas;Diplomatic Reputation = 1 && Religious Unity = 0.25;Discipline = 0.05;tag = The Papal State;Ecclesiastical Primacy = Tolerance of True Faith = 2;Papal Investiture and Tithes = National tax modifier = 0.2;Glory of Rome = Yearly prestige decay = -0.01;Donation of Constantine = Cost to fabricate claims = -0.25;Centralize the States = Production Efficiency = 0.1;The Vatican Museums = Diplomatic free policies = 1;The Holy Father = Aggressive expansion impact = -0.10;Papal;The Papal State
SER_ideas;Manpower recovery speed = 0.15 && Reinforce speed = 0.15;Infantry Combat Ability = 0.10;tag = Serbia;Code of Laws = National unrest = -1;Bastion of Orthodoxy = Stability cost modifier = -0.1;Home of the Hussars = Cavalry cost = -0.1;Alemannic Guard = Cavalry combat ability = 0.15;Gold Mines = Production Efficiency = 0.1;Mercenary Armies = Mercenary maintenance = -0.15;Balkan Hajduks = Morale of armies = 0.10;Serbian;Serbia
ORI_ideas;Production Efficiency = 0.05 && Shock damage received = -0.1;Trade Steering = 0.20;tag = Orissa;Lord of the Elephants = Infantry Combat Ability = 0.1;Servitor of Jagannath = Legitimacy = 1;Parikshas = National tax modifier = 0.1;Refined Cloth Production = Goods produced modifier = 0.1;Patronize Temple Construction = Yearly prestige = 1;Encourage the Salt Trade = Trade Efficiency = 0.1;Heritage of the Sadhabas = Naval force limit modifier = 0.25;Orissi;Orissa
PUN_ideas;Religious Unity = 0.25 && Morale of armies = 0.10;Cavalry combat ability = 0.1;tag = Punjab;Breadbasket of India = Goods produced modifier = 0.10;Encourage Indo-Persian Trade = Trade Efficiency = 0.1;Punjabi Textile Industry = Production Efficiency = 0.15;The Khalsa = National manpower modifier = 0.2;Adopt Standardized Gurmukhi Script = Stability cost modifier = -0.1;Strength of the Misls = Cavalry cost = -0.10;Reforming the Punjabi Army = Discipline = 0.05;Punjabi;Punjab
RAG_ideas;Trade Efficiency = 0.1 && Trade power abroad = 0.1;Morale of navies = 0.15;tag = Ragusa;Ordo Marinaritiae = Navy Tradition = 0.5;Center of Trade = Domestic trade power = 0.2;Patronage = Diplomat = 1;Ragusan Arsenal = Naval force limit modifier = 0.20;Port Gruz = Ship cost = -0.05 && Shipbuilding time = -0.05;Non Bene Pro Toto Libertas Venditur Auro = National unrest = -1;Palace of the Rector = National tax modifier = 0.1;Ragusan;Ragusa
DAL_ideas;Trade Efficiency = 0.15 && Morale of armies = 0.1;Morale of navies = 0.15;tag = Dalmatia;Kingdom of Dalmatia = Reform progress growth = 0.15 && National unrest = -1;The Dalmatian Principalities = Trade power abroad = 0.15;The Dalmatian Language = Max promoted culture = 2;Center of Art and Literature = Institution spread = 0.1 && Development cost = -0.05;Dalmatian Independent Army = Infantry Combat Ability = 0.15;The Independent Arsenal = Naval force limit modifier = 0.25;Legacy of Illyria = Core-Creation Cost = -0.15;Dalmatian;Dalmatia
RYU_ideas;Trade Steering = 0.20 && Diplomatic Reputation = 1;Yearly prestige decay = -0.01;tag = Ryukyu;Chinese Investiture = Aggressive expansion impact = -0.25;Reform the Ryukyuan Religion = National unrest = -1;Shuri Castle = Yearly prestige = 1;Maritime Commercialism = Trade range = 0.33;Sign Trade Agreements = Trade Efficiency = 0.10;National Academy = technology cost = -0.05;The Three Mountains = Leader without upkeep = 1;Ryukyuan;Ryukyu
ASS_ideas;National manpower modifier = 0.10 && National unrest = -1;Diplomatic Reputation = 1;tag = Assam;The Buranjis = Chance of new heir = 0.5;Wet Rice Cultivation = Development cost = -0.1;River Warfare = Attrition for enemies = 1 && Shock damage received = -0.1;Reform the Paik System = Manpower recovery speed = 0.15;Process of Appeal = Stability cost modifier = -0.1;Land Survey = National tax modifier = 0.10;Ahom Diplomacy = Diplomat = 1;Assamese;Assam
TUS_ideas;Yearly papal influence = 2 && Development cost = -0.1;Discipline = 0.05;tag = Tuscany && tag = Florence && ;Birthplace of the Renaissance = Idea cost = -0.05 && technology cost = -0.05;Condottieri = Mercenary maintenance = -0.15;Tuscan Banking = Interest per annum = -0.5;Patron of the Arts = Yearly prestige = 1;Porto Franco = Trade Efficiency = 0.15;Administrative Reforms = Production Efficiency = 0.10;Territorial Ambition = National manpower modifier = 0.25 ;Tuscan;Tuscany
USA_ideas;Merchants = 1 && Marines force limit = 0.5;Republican Tradition = 0.3;tag = United States;Freedom of Religion = Tolerance of Heretics = 5;Bill of Rights = National unrest = -2;Manifest Destiny = Colonist = 1;Lessons of Valley Forge = Morale of armies = 0.10;Workshop of the World = Goods produced modifier = 0.15;Shining City On a Hill = Yearly prestige = 1;Empire of Liberty = Minimum autonomy in territories = -0.10 && Monthly autonomy change = -0.025 ;American;United States
SWI_ideas;Mercenary maintenance = -0.15 && Infantry Combat Ability = 0.1;Discipline = 0.05;tag = Switzerland;Swiss Mercenaries = Mercenary discipline = 0.05 && Mercenary manpower = 0.5;Swiss Tolerance = Tolerance of Heretics = 2;The Swiss Confederation = Stability cost modifier = -0.1;Alpine Defensiveness = Fort maintenance = -0.2 && Fort Defence = 0.25;Oasis of Peace and Prosperity = Development cost = -0.1;Haven for Refugees = Yearly prestige = 1;Clockwork = Production Efficiency = 0.1;Swiss;Switzerland
SON_ideas;Infantry Combat Ability = 0.1 && Yearly Army Tradition = 0.5;Discipline = 0.05;tag = Songhai;Gold To Salt Trade =  Global trade power = 0.1;Independence from Mali = Fort Defence = 0.15;Jihad Against the Pagans = Morale of armies = 0.10;Sankore Madrassah = Institution spread = 0.1;The Hajj = Yearly prestige = 1;Sharia = Tolerance of True Faith = 2;Trans-Sahara Trade = Caravan power = 0.2;Songhain;Songhai
BRI_ideas;Navy Tradition = 1 && Trade Steering = 0.10;Naval force limit modifier = 0.25;tag = Brittany;Legacy of Breton Independence = Legitimacy = 1 && Republican Tradition = 0.3 && Devotion = 1;The Estates of Brittany = National unrest = -1;Breton March = Fort Defence = 0.2;Breton Catholicism = Yearly papal influence = 2 && Missionary strength = 0.01;Protect the Coastline = Ship cost = -0.1;League of the Public Weal = Diplomatic Reputation = 1;The Catholicon = Yearly prestige = 1 ;Breton;Brittany
NAJ_ideas;Missionary strength = 0.02 && Movement speed = 0.15;Missionaries = 1;tag = Najd;Bedouin Poets = Yearly Army Tradition = 0.5;Hanbali School = Missionaries = 1;Ships of the Desert = Global trade power = 0.1;Bedouin Raiders = Attrition for enemies = 1.0;Arabian Horsemanship = Cavalry flanking ability = 0.5;Unite the Tribes = Land Maintenance modifier = -0.05;Enforce Tawhid = Tolerance of True Faith = 2;Najdi;Najd
HED_ideas;National manpower modifier = 0.1 && Cavalry cost = -0.1;Cavalry combat ability = 0.15;tag = Hejaz && tag = Medina && ;Custodian of the Two Holy Cities = Tolerance of True Faith = 2;Red Sea Trade = Domestic trade power = 0.1;Sharifs = Aggressive expansion impact = -0.1;Desert Warfare = Land Attrition = -0.10;Cradle of Gold = National tax modifier = 0.1;Hajj = Missionary strength = 0.01;Successor to the Caliphate = Yearly prestige = 1 &&  Monthly Piety = 0.001;Hejazi;Hejaz
NPL_ideas;Land force limit modifier = 0.25 && Manpower recovery speed = 0.1;Discipline = 0.05;tag = Nepal;The Divya Upadesh = Diplomatic Reputation = 1;Land of Peaks = Fort Defence = 0.15;Our Valleys United = National manpower modifier = 0.15;Rajput Refugees = Yearly Army Tradition = 0.5;The Royal Kumari = Morale of armies = 0.10;The Gurkhas = Infantry Combat Ability = 0.1;Envelopment and Blockade = Leader siege = 1;Nepalese;Nepal
KNI_ideas;Discipline = 0.05 && May raid coasts = yes;Yearly papal influence = 2;tag = The Knights;Defense of the Faith = Fort Defence = 0.25;Assistance to the Suffering = Manpower recovery speed = 0.15;The Tongues of Knights = Diplomatic relation = 1;Reconquista of the Sea = Galley combat ability = 0.2 && Chance to capture enemy ships = 0.15;Ecumenical Defenders of Christendom. = National unrest = -2;Scourge of the Corsairs = Naval force limit modifier = 0.5;Crusader Tradition = Yearly Army Tradition = 0.5;Knights';The Knights
KON_ideas;Trade Efficiency = 0.1 && Land Attrition = -0.20;Improve relations = 0.3;tag = Kongo && tag = Loango && tag = Ndongo && ;Kongolese Tax Exchange = National tax modifier = 0.1;Election of Manikongos = Chance of new heir = 0.5;Imported European Weaponry = Military Technology Cost  = -0.1;Diplomacy With European Monarchs = Diplomatic Reputation = 1 && Envoy travel time = -0.25;The Triangle Trade = Provincial trade power = 0.1 && Infantry Combat Ability = 0.05;Foreign Demand For Slaves = Production Efficiency = 0.10;Defend Against the Colonists = Discipline = 0.05;Kongolese;Kongo
MAL_ideas;Land Attrition = -0.10 && Tolerance of Heathens = 2;Infantry Combat Ability = 0.10;tag = Mali;Restore Malian Suzerainty = Income from vassals = 0.20;Gold of Bure = Goods produced modifier = 0.1;Reclamation of Land = National manpower modifier = 0.10;Mandinka Warrior Spirit = Discipline = 0.05;Lost Fleet of Abubakari II = Navy Tradition = 0.5;Seek New Markets for Salt = Merchants = 1;West African Slave Trade = Trade Efficiency = 0.1;Malian;Mali
HUR_ideas;Morale of armies = 0.1 && Trade Efficiency = 0.05;Provincial trade power = 0.15;tag = Huron;Great Lakes Trade = Merchants = 1;Hire Allied Warriors = Mercenary maintenance = -0.15;Birchbark Canoes = Trade Steering = 0.20;Harsh Justice = National unrest = -1;Missionary Welcome = Diplomatic Reputation = 1;Feast of the Dead = Stability cost modifier = -0.1;Eldest Children = Yearly prestige = 1;Huron;Huron
IRO_ideas;Infantry Combat Ability = 0.1 && Diplomatic Reputation = 1;Improve relations = 0.5;tag = Iroquois;Kainerekowa = Cost of reducing war exhaustion = -0.15;Keepers of the Western Door = National manpower modifier = 0.25;Keepers of the Eastern Door = Domestic trade power = 0.25;Keepers of the Fire = Diplomat = 1;Mourning Wars = Manpower recovery speed = 0.2;Warriors Unity = Discipline = 0.05;The Four Kings = Yearly prestige = 1;Iroquois;Iroquois
