Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
HAB_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.10 && <:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;<:heir_chance:1005773886434058311> Chance of new heir = 0.50;tag = Austria &&tag = Styria &&dynasty = "von Habsburg" &&;Imperial Ambition = <:imperial_authority:1005773903785893990> Imperial authority growth modifier = 0.1 && <:diplomatic_annexation_cost:1005773450964643870> Diplomatic Annexation Cost = -0.15;Military Frontier = <:global_garrison_growth:1005773664261771294> National garrison growth = 0.15 && <:fort_maintenance_modifier:1005773641922916452> Fort maintenance = -0.10;Fugger Banking = <:inflation_reduction:1005774008735764530> Yearly inflation reduction = 0.05 && <:interest:1005774014645547138> Interest per annum = -0.5;Habsburg Dominance = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 2;Edict of Restitution = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;Austrian Court = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;Hofkriegsrat = <:reinforce_speed:1005775230482006016> Reinforce speed = 0.3 && <:discipline:1005098692254105711> Discipline = 0.03;Austrian;Austria
CHI_ideas;<:fort_maintenance_modifier:1005773641922916452> Fort maintenance = -0.2 && <:idea_cost:1005773900464005170> Idea cost = -0.10;<:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;tag = Ming;Nine Garrisons of The Great Wall = <:defensiveness:1005773436997615728> Fort Defence = 0.05 && <:garrison_size:1005773656581996555> Garrison size = 0.25;Revive the Three Grand Divisions = <:discipline:1005098692254105711> Discipline = 0.05;Inward Perfection = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.10;Repair the Yellow River Dykes = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Restore the Salt Monopoly = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Single Whip Law = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.10;The Red Cannon = <:leader_land_fire:1005772047043006535> Land leader fire = 1;Chickasaw;Chickasaw
PER_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15;<:recover_army_morale_speed:1005775211112714320> Recover army morale speed = 0.05;tag = Persia;The Qizilbash = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Encourage Persian Rug Production = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Found the Ghulams = <:discipline:1005098692254105711> Discipline = 0.05;Improve the Silk Road = <:caravan_power:1005773321108979814> Caravan power = 0.2;Encourage Art = <:prestige:1005120779614163074> Yearly prestige = 1 && <:production_efficiency:1005775011753234442> Production efficiency = 0.05;Promotion of Irrigation = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.10;Increase the Crown Lands = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.10;Persian;Persia
BUR_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;<:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.15;tag = Burgundy;The Order of the Golden Fleece = <:prestige:1005120779614163074> Yearly prestige = 1;The Compagnies d'Ordonnance = <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;Promote the Estates General = <:mercenary_manpower:1005774252135419987> Mercenary manpower = 0.5;Reform of the Feudal Army = <:discipline:1005098692254105711> Discipline = 0.05;Integrate the Towns in the Estates General = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.10;Allow Freedom of Worship = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 2;Create the Regimental System = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.25;Burgundian;Burgundy
GEN_ideas;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.10 && <:interest:1005774014645547138> Interest per annum = -0.5;<:naval_maintenance_modifier:1005774952743567430> Naval maintenance modifier = -0.2;tag = Genoa;Reuniting the Nation = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.10 && <:justify_trade_conflict_cost:1005774020806975498> Cost to justify trade conflict = -0.10;The Lessons of Chioggia = <:naval_morale:1005774954232549396> Morale of navies = 0.20;Rebuilding Genoese Trade = <:global_foreign_trade_power:1005773662890250351> Trade power abroad = 0.10 && <:global_sailors_modifier:1005773842528079994> National sailors modifier = 0.20;Build the Genoese Arsenal = <:galley_cost:1005773652287037531> Galley cost = -0.33;Overhaul the Bureaucracy = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Setup the Office of Grand Admiral = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;Standardization of Designs = <:global_ship_recruit_speed:1005773844264530010> Shipbuilding time = -0.10;Genoese;Genoa
SCO_ideas;<:leader_land_shock:1005772049727369336> Land leader shock = 1 && <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.33;<:land_maintenance_modifier:1005774025739489320> Land Maintenance modifier = -0.05;tag = Scotland;Break the Black Douglas = <:global_unrest:1005773867131883530> National unrest = -1;Modernize the Royal Scots Navy = <:global_ship_cost:1005098694091223040> Ship cost = -0.1;Rein in the Clans = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Comets? = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.10;Tighten up Royal Revenue = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Basilikon Doron = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Pass the Act of Revocation = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.15;Scottish;Scotland
HUN_ideas;<:cavalry_power:1005098688223383734> Cavalry combat ability = 0.20 && <:recover_army_morale_speed:1005775211112714320> Recover army morale speed = 0.05;<:free_leader_pool:1005773647891419136> Leader without upkeep = 1;tag = Hungary;A Renaissance Prince = <:global_unrest:1005773867131883530> National unrest = -1;Bulwark of Christianity = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Found the Black Army = <:discipline:1005098692254105711> Discipline = 0.05;Reformed Coinage = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Curtail the Freedom of the Peasantry = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Strengthen the Towns = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Create the Estates General = <:no_religion_penalty:1005774963577462785> Heretic and heathen provinces do not give any penalties = yes;Hungarian;Hungary
JAP_ideas;<:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1 && <:discipline:1005098692254105711> Discipline = 0.05;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.15;tag = Japan;Unification under the Emperor = <:global_unrest:1005773867131883530> National unrest = -2;Reformed Land Holding = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Modernization = <:technology_cost:1005120815056044053> Technology cost = -0.05 && <:global_institution_spread:1005773668795813931> Institution spread = 0.1;Maritime Legacy = <:ship_durability:1005120784517316719> Ship durability = 0.1;Land of the Rising Sun = <:prestige:1005120779614163074> Yearly prestige = 1;Kaitakudan = <:global_colonial_growth:1005773661422227508> Global settler increase = 20;Great Power Diplomacy = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.15;Japanese;Japan
MAM_ideas;<:trade_steering:1005775370697572363> Trade Steering = 0.25 && <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.10;<:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.25;tag = Mamluks;Red Sea Trade = <:global_trade_power:1005773865437376582> Global trade power = 0.05 && <:trade_range_modifier:1005775272961904760> Trade <:range:1005775205530091561> Colonial range = 0.10;Monuments to our Greatness = <:prestige:1005120779614163074> Yearly prestige = 1;Purchase New Mamluks = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;Reform of the Army = <:discipline:1005098692254105711> Discipline = 0.05;Reform the Fellah System = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Reform of the Succession = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.15;Monopoly Ports = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.10;Mamlukean;Mamluks
NAP_ideas;<:global_institution_spread:1005773668795813931> Institution spread = 0.1 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;tag = Naples;Consolidate the Royal Domain = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Academia Pontaniana = <:technology_cost:1005120815056044053> Technology cost = -0.05;Encourage City Living = <:development_cost:1005773438989914184> Development cost = -0.1;Crush the Power of the Barons = <:land_morale:1005774027152965652> Morale of armies = 0.1;Expand the Arsenale = <:global_ship_cost:1005098694091223040> Ship cost = -0.1;City of Artists = <:prestige:1005120779614163074> Yearly prestige = 1;The Lazzaroni and the Monarchy = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Neapolitan;Naples
SIC_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;<:prestige:1005120779614163074> Yearly prestige = 1;tag = Two Sicilies && tag = Sicily && ;University of Catania = <:technology_cost:1005120815056044053> Technology cost = -0.05;Constitutions of Melfi = <:global_unrest:1005773867131883530> National unrest = -1 && <:possible_policy:1005774994749538304> Possible policies = 1;Noble Admirals = <:navy_tradition:1005774958540107819> Yearly navy tradition = 1;Greater Sicily = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Sicilian Trade Fleets = <:global_ship_trade_power:1005773846986641510> Ship trade power = 0.2;The Grand Navy = <:naval_morale:1005774954232549396> Morale of navies = 0.15;Sicilian Silk = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Sicilian;Sicily
ARA_ideas;<:galley_power:1005773653985726475> Galley combat ability = 0.2 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;<:artillery_fire:1005773275508506755> Artillery fire = 1;tag = Aragon;Mercenary Princes = <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;Protection of the Coastlines = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.10 && <:global_sailors_modifier:1005773842528079994> National sailors modifier = 0.25;Mediterranean Trade = <:trade_steering:1005775370697572363> Trade Steering = 0.20;Consolidation of the Estates = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Chartered Merchant Companies = <:global_trade_power:1005773865437376582> Global trade power = 0.20;Reforming the Administration = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Protect the Little Folk = <:land_morale:1005774027152965652> Morale of armies = 0.10;Aragonese;Aragon
MUG_ideas;<:core_creation:1005098690484113489> Core-Creation Cost = -0.25 && <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.20;<:technology_cost:1005120815056044053> Technology cost = -0.05;tag = Mughals;The Jagir and Mansabdari Systems = <:discipline:1005098692254105711> Discipline = 0.05;Control over the Clergy = <:global_unrest:1005773867131883530> National unrest = -1;Ibadat Khana - House of Worship = <:idea_cost:1005773900464005170> Idea cost = -0.1;An Indian Padishah = <:free_mil_policy:1005773649338437642> Military free policies = 1;Zabt System = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Mughal Architecture = <:prestige:1005120779614163074> Yearly prestige = 1;Fatawa-i-Alamgiri = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.10;Mughal;Mughals
TIM_ideas;<:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1 && <:leader_land_shock:1005772049727369336> Land leader shock = 1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Timurids;Timurid Architecture = <:prestige:1005120779614163074> Yearly prestige = 1;The Mantle of the Great Khan = <:land_morale:1005774027152965652> Morale of armies = 0.1;Unleash the Tiger = <:shock_damage:1005120789978296391> Shock damage = 0.1;Chagatai Literature = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1 && Horde Unity = 1;Timurid Renaissance = <:technology_cost:1005120815056044053> Technology cost = -0.05;Control of the Silk Road = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Reform the Diwan = <:yearly_corruption:1005775409939484772> Yearly corruption = -0.1 ;Timurid;Timurids
HSA_ideas;<:trade_range_modifier:1005775272961904760> Trade <:range:1005775205530091561> Colonial range = 0.15 && <:trade_steering:1005775370697572363> Trade Steering = 0.10;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.10;tag = Lübeck;The End of the Victual Brothers = <:global_trade_power:1005773865437376582> Global trade power = 0.10;Strong League Obligations = <:merchants:1005774255495053442> Merchants = 1;Improved Shipbuilding = <:light_ship_cost:1005774042625753088> Light ship cost = -0.20 && <:global_sailors_modifier:1005773842528079994> National sailors modifier = 0.15;Reformed Hanstag = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1 && <:justify_trade_conflict_cost:1005774020806975498> Cost to justify trade conflict = -0.1;Hanseatic Levy System = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;Regularized Contributions = <:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.20;The Hansa Bank = <:interest:1005774014645547138> Interest per annum = -0.5;Lübeckian;Lübeck
MLO_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.10 && <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.20;tag = Milan;Renaissance Prince = <:idea_cost:1005773900464005170> Idea cost = -0.1;Patron of Music = <:prestige:1005120779614163074> Yearly prestige = 1;Lowered Power of the Barons = <:development_cost:1005773438989914184> Development cost = -0.1;The Age of the Condottieri = <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;Encouragement of Philosophers = <:technology_cost:1005120815056044053> Technology cost = -0.05;Merchant Princes = <:global_trade_power:1005773865437376582> Global trade power = 0.1;Rulership through Enlightened Principals = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Milanese;Milan
BYZ_ideas;<:advisor_cost:1005120766569893988> Advisor cost = -0.10 && <:tolerance_own:1005775364745855036> Tolerance of True Faith = 3;<:prestige:1005120779614163074> Yearly prestige = 1;tag = Byzantium;Regulations for Mercenaries = <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;Repopulation of the Countryside = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.05 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.10;Start Administrative Reform = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.10;Delegated Power = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Byzantine Merchant Class = <:global_trade_power:1005773865437376582> Global trade power = 0.1;The New Imperial Army = <:discipline:1005098692254105711> Discipline = 0.05;Restore the Ecumenical Patriarch = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.03;Byzantine;Byzantium
